name,EOS,A(km),omega_0(rad/s),ndata
A634w4.00_HSTMA,HSTMA,634,4,15721
A634w4.00_HShen,HShen,634,4,13784
A634w4.00_HShenH,HShenH,634,4,13774
A634w4.00_LS180,LS180,634,4,16820
A634w4.00_LS220,LS220,634,4,16699
A634w4.00_LS375,LS375,634,4,16549
A634w4.00_SFHo,SFHo,634,4,15938
A634w4.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,4,16442
A634w4.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,4,16121
A634w4.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,4,15225
A634w4.00_SFHx,SFHx,634,4,15930
A634w4.50_BHBL,BHBL,634,4,16231
A634w4.50_BHBLP,BHBLP,634,4,16232
A634w4.50_GShenFSU1.7,GShenFSU1.7,634,4,21205
A634w4.50_GShenFSU2.1,GShenFSU2.1,634,4,21415
A634w4.50_GShenNL3,GShenNL3,634,4,23378
A634w4.50_HSDD2,HSDD2,634,4,16239
A634w4.50_HSFSG,HSFSG,634,4,16207
A634w4.50_HSIUF,HSIUF,634,4,16043
A634w4.50_HSNL3,HSNL3,634,4,16233
A634w4.50_HSTM1,HSTM1,634,4,15996
A634w4.50_HSTMA,HSTMA,634,4,16240
A634w4.50_HShen,HShen,634,4,13960
A634w4.50_HShenH,HShenH,634,4,13949
A634w4.50_LS180,LS180,634,4,17225
A634w4.50_LS220,LS220,634,4,17099
A634w4.50_LS375,LS375,634,4,16942
A634w4.50_SFHo,SFHo,634,4,16233
A634w4.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,4,16767
A634w4.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,4,16429
A634w4.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,4,15496
A634w4.50_SFHx,SFHx,634,4,16229
A634w5.00_BHBL,BHBL,634,5,16588
A634w5.00_BHBLP,BHBLP,634,5,16588
A634w5.00_GShenFSU1.7,GShenFSU1.7,634,5,22361
A634w5.00_GShenFSU2.1,GShenFSU2.1,634,5,22364
A634w5.00_GShenNL3,GShenNL3,634,5,24891
A634w5.00_HSDD2,HSDD2,634,5,16594
A634w5.00_HSFSG,HSFSG,634,5,16507
A634w5.00_HSIUF,HSIUF,634,5,16403
A634w5.00_HSNL3,HSNL3,634,5,16591
A634w5.00_HSTM1,HSTM1,634,5,16594
A634w5.00_HSTMA,HSTMA,634,5,16599
A634w5.00_HShen,HShen,634,5,14172
A634w5.00_HShenH,HShenH,634,5,14158
A634w5.00_LS180,LS180,634,5,17726
A634w5.00_LS220,LS220,634,5,17595
A634w5.00_LS375,LS375,634,5,17422
A634w5.00_SFHo,SFHo,634,5,16596
A634w5.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,5,17149
A634w5.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,5,16801
A634w5.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,5,15813
A634w5.00_SFHx,SFHx,634,5,16592
A634w5.50_BHBL,BHBL,634,5,17011
A634w5.50_BHBLP,BHBLP,634,5,17011
A634w5.50_GShenFSU1.7,GShenFSU1.7,634,5,23588
A634w5.50_GShenFSU2.1,GShenFSU2.1,634,5,23586
A634w5.50_GShenNL3,GShenNL3,634,5,26616
A634w5.50_HSDD2,HSDD2,634,5,17022
A634w5.50_HSFSG,HSFSG,634,5,16895
A634w5.50_HSIUF,HSIUF,634,5,17023
A634w5.50_HSNL3,HSNL3,634,5,17020
A634w5.50_HSTM1,HSTM1,634,5,17017
A634w5.50_HSTMA,HSTMA,634,5,17024
A634w5.50_HShen,HShen,634,5,14415
A634w5.50_HShenH,HShenH,634,5,14401
A634w5.50_LS180,LS180,634,5,18343
A634w5.50_LS220,LS220,634,5,18198
A634w5.50_LS375,LS375,634,5,18016
A634w5.50_SFHo,SFHo,634,5,17022
A634w5.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,5,17612
A634w5.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,5,17243
A634w5.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,5,16197
A634w5.50_SFHx,SFHx,634,5,17018
A634w6.00_BHBL,BHBL,634,6,17521
A634w6.00_BHBLP,BHBLP,634,6,17522
A634w6.00_GShenFSU1.7,GShenFSU1.7,634,6,25193
A634w6.00_GShenFSU2.1,GShenFSU2.1,634,6,25199
A634w6.00_GShenNL3,GShenNL3,634,6,29196
A634w6.00_HSDD2,HSDD2,634,6,17531
A634w6.00_HSFSG,HSFSG,634,6,17404
A634w6.00_HSIUF,HSIUF,634,6,17533
A634w6.00_HSNL3,HSNL3,634,6,17532
A634w6.00_HSTM1,HSTM1,634,6,17530
A634w6.00_HSTMA,HSTMA,634,6,17540
A634w6.00_HShen,HShen,634,6,14694
A634w6.00_HShenH,HShenH,634,6,14678
A634w6.00_LS180,LS180,634,6,19120
A634w6.00_LS220,LS220,634,6,18961
A634w6.00_LS375,LS375,634,6,18756
A634w6.00_SFHo,SFHo,634,6,17534
A634w6.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,6,18171
A634w6.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,6,17776
A634w6.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,6,16654
A634w6.00_SFHx,SFHx,634,6,17525
A634w6.50_BHBL,BHBL,634,6,18135
A634w6.50_BHBLP,BHBLP,634,6,18136
A634w6.50_GShenFSU1.7,GShenFSU1.7,634,6,27381
A634w6.50_GShenFSU2.1,GShenFSU2.1,634,6,27377
A634w6.50_GShenNL3,GShenNL3,634,6,32622
A634w6.50_HSDD2,HSDD2,634,6,18155
A634w6.50_HSFSG,HSFSG,634,6,17946
A634w6.50_HSIUF,HSIUF,634,6,18157
A634w6.50_HSNL3,HSNL3,634,6,18151
A634w6.50_HSTM1,HSTM1,634,6,18149
A634w6.50_HSTMA,HSTMA,634,6,18155
A634w6.50_HShen,HShen,634,6,15021
A634w6.50_HShenH,HShenH,634,6,15004
A634w6.50_LS180,LS180,634,6,20098
A634w6.50_LS220,LS220,634,6,19937
A634w6.50_LS375,LS375,634,6,19705
A634w6.50_SFHo,SFHo,634,6,18150
A634w6.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,6,18848
A634w6.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,6,18413
A634w6.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,6,17204
A634w6.50_SFHx,SFHx,634,6,18147
A634w7.00_BHBL,BHBL,634,7,18887
A634w7.00_BHBLP,BHBLP,634,7,18893
A634w7.00_GShenFSU1.7,GShenFSU1.7,634,7,30391
A634w7.00_GShenFSU2.1,GShenFSU2.1,634,7,30332
A634w7.00_GShenNL3,GShenNL3,634,7,36817
A634w7.00_HSDD2,HSDD2,634,7,18907
A634w7.00_HSFSG,HSFSG,634,7,18910
A634w7.00_HSIUF,HSIUF,634,7,18909
A634w7.00_HSNL3,HSNL3,634,7,18909
A634w7.00_HSTM1,HSTM1,634,7,18904
A634w7.00_HSTMA,HSTMA,634,7,18913
A634w7.00_HShen,HShen,634,7,15399
A634w7.00_HShenH,HShenH,634,7,15383
A634w7.00_LS180,LS180,634,7,21382
A634w7.00_LS220,LS220,634,7,21232
A634w7.00_LS375,LS375,634,7,20960
A634w7.00_SFHo,SFHo,634,7,18907
A634w7.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,7,19672
A634w7.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,7,19198
A634w7.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,7,17873
A634w7.00_SFHx,SFHx,634,7,18900
A634w7.50_BHBL,BHBL,634,7,19828
A634w7.50_BHBLP,BHBLP,634,7,19824
A634w7.50_GShenFSU1.7,GShenFSU1.7,634,7,34399
A634w7.50_GShenFSU2.1,GShenFSU2.1,634,7,34400
A634w7.50_GShenNL3,GShenNL3,634,7,45866
A634w7.50_HSDD2,HSDD2,634,7,19847
A634w7.50_HSFSG,HSFSG,634,7,19852
A634w7.50_HSIUF,HSIUF,634,7,19849
A634w7.50_HSNL3,HSNL3,634,7,19845
A634w7.50_HSTM1,HSTM1,634,7,19844
A634w7.50_HSTMA,HSTMA,634,7,19854
A634w7.50_HShen,HShen,634,7,15842
A634w7.50_HShenH,HShenH,634,7,15827
A634w7.50_LS180,LS180,634,7,23119
A634w7.50_LS220,LS220,634,7,23009
A634w7.50_LS375,LS375,634,7,22696
A634w7.50_SFHo,SFHo,634,7,19848
A634w7.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,7,20710
A634w7.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,7,20176
A634w7.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,7,18703
A634w7.50_SFHx,SFHx,634,7,19840
A634w8.00_BHBL,BHBL,634,8,21015
A634w8.00_BHBLP,BHBLP,634,8,21012
A634w8.00_GShenFSU1.7,GShenFSU1.7,634,8,40909
A634w8.00_GShenFSU2.1,GShenFSU2.1,634,8,40904
A634w8.00_GShenNL3,GShenNL3,634,8,69215
A634w8.00_HSDD2,HSDD2,634,8,21041
A634w8.00_HSFSG,HSFSG,634,8,21044
A634w8.00_HSIUF,HSIUF,634,8,21040
A634w8.00_HSNL3,HSNL3,634,8,21039
A634w8.00_HSTM1,HSTM1,634,8,21035
A634w8.00_HSTMA,HSTMA,634,8,21044
A634w8.00_HShen,HShen,634,8,16166
A634w8.00_HShenH,HShenH,634,8,16354
A634w8.00_LS180,LS180,634,8,25560
A634w8.00_LS220,LS220,634,8,25607
A634w8.00_LS375,LS375,634,8,25208
A634w8.00_SFHo,SFHo,634,8,21035
A634w8.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,8,22026
A634w8.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,8,21425
A634w8.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,8,19750
A634w8.00_SFHx,SFHx,634,8,21031
A634w8.50_BHBL,BHBL,634,8,22572
A634w8.50_BHBLP,BHBLP,634,8,22571
A634w8.50_GShenFSU1.7,GShenFSU1.7,634,8,67493
A634w8.50_GShenFSU2.1,GShenFSU2.1,634,8,67883
A634w8.50_GShenNL3,GShenNL3,634,8,72494
A634w8.50_HSDD2,HSDD2,634,8,22607
A634w8.50_HSFSG,HSFSG,634,8,22605
A634w8.50_HSIUF,HSIUF,634,8,22608
A634w8.50_HSNL3,HSNL3,634,8,22600
A634w8.50_HSTM1,HSTM1,634,8,22599
A634w8.50_HSTMA,HSTMA,634,8,22612
A634w8.50_HShen,HShen,634,8,17007
A634w8.50_HShenH,HShenH,634,8,16987
A634w8.50_LS180,LS180,634,8,28940
A634w8.50_LS220,LS220,634,8,29483
A634w8.50_LS375,LS375,634,8,29101
A634w8.50_SFHo,SFHo,634,8,22598
A634w8.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,8,23579
A634w8.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,8,23010
A634w8.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,8,21123
A634w8.50_SFHx,SFHx,634,8,22590
A634w9.00_BHBL,BHBL,634,9,24596
A634w9.00_BHBLP,BHBLP,634,9,24588
A634w9.00_GShenFSU1.7,GShenFSU1.7,634,9,74536
A634w9.00_GShenFSU2.1,GShenFSU2.1,634,9,73231
A634w9.00_GShenNL3,GShenNL3,634,9,74442
A634w9.00_HSDD2,HSDD2,634,9,24733
A634w9.00_HSFSG,HSFSG,634,9,24730
A634w9.00_HSIUF,HSIUF,634,9,24735
A634w9.00_HSNL3,HSNL3,634,9,24726
A634w9.00_HSTM1,HSTM1,634,9,24725
A634w9.00_HSTMA,HSTMA,634,9,24737
A634w9.00_HShen,HShen,634,9,17780
A634w9.00_HShenH,HShenH,634,9,17756
A634w9.00_LS180,LS180,634,9,33721
A634w9.00_LS220,LS220,634,9,34971
A634w9.00_LS375,LS375,634,9,34462
A634w9.00_SFHo,SFHo,634,9,24733
A634w9.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,9,26112
A634w9.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,9,25274
A634w9.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,9,22984
A634w9.00_SFHx,SFHx,634,9,24717
A634w9.50_BHBL,BHBL,634,9,27724
A634w9.50_BHBLP,BHBLP,634,9,27716
A634w9.50_GShenFSU1.7,GShenFSU1.7,634,9,66162
A634w9.50_GShenFSU2.1,GShenFSU2.1,634,9,65917
A634w9.50_GShenNL3,GShenNL3,634,9,66082
A634w9.50_HSDD2,HSDD2,634,9,27794
A634w9.50_HSFSG,HSFSG,634,9,27793
A634w9.50_HSIUF,HSIUF,634,9,27793
A634w9.50_HSNL3,HSNL3,634,9,27787
A634w9.50_HSTM1,HSTM1,634,9,27782
A634w9.50_HSTMA,HSTMA,634,9,27800
A634w9.50_HShen,HShen,634,9,18749
A634w9.50_HShenH,HShenH,634,9,18652
A634w9.50_LS180,LS180,634,9,73044
A634w9.50_LS220,LS220,634,9,73347
A634w9.50_LS375,LS375,634,9,73064
A634w9.50_SFHo,SFHo,634,9,27788
A634w9.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,9,29495
A634w9.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,9,28468
A634w9.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,9,25537
A634w9.50_SFHx,SFHx,634,9,27776
