name,EOS,A(km),omega_0(rad/s),beta1_IC_b,tbounce_s,ndata
A300w9.00_HSDD2,GShenNL3,300.0,9.0,0.0953432511109,0.31316146017,16470
A300w9.00_HSFSG,GShenNL3,300.0,9.5,0.105530765068,0.323920580573,16471
A300w9.00_HSIUF,GShenNL3,300.0,10.0,0.115905546381,0.336138247402,16473
A300w9.00_HSNL3,GShenNL3,300.0,10.5,0.125064932779,0.35002915289,16466
A300w9.00_HSTM1,GShenNL3,300.0,11.0,0.135431511325,0.36606298796700004,16469
A300w9.00_HSTMA,GShenNL3,300.0,11.5,0.145766598304,0.384596194012,16476
A300w9.00_HShen,GShenNL3,300.0,12.0,0.155247605831,0.406049267574,14140
A300w9.00_HShenH,GShenNL3,300.0,12.5,0.165252926495,0.43098634748000003,13920
A300w9.00_LS180,GShenNL3,300.0,13.0,0.173694190328,0.458518966542,17594
A300w9.00_LS220,GShenNL3,300.0,13.5,0.182129873781,0.489414614633,17480
A300w9.00_LS375,GShenNL3,300.0,14.0,0.191621421191,0.524408913164,17324
A300w9.00_SFHo,GShenNL3,300.0,14.5,0.199267597541,0.59202385653,16469
A300w9.00_SFHx,GShenNL3,300.0,15.0,0.205630892599,0.814520389372,16462
A300w9.50_BHBLP,GShenNL3,467.0,0.5,0.000613307548999,0.245983566993,16666
A300w9.50_GShenFSU1.7,GShenNL3,467.0,1.0,0.00243488587959,0.247056636151,22329
A300w9.50_GShenFSU2.1,GShenNL3,467.0,1.5,0.00549522276921,0.248876632274,22329
A300w9.50_GShenNL3,GShenNL3,467.0,2.0,0.00961511913656,0.251466851029,24634
A300w9.50_HSDD2,GShenNL3,467.0,2.5,0.0147918091764,0.254875632555,16671
A300w9.50_HSFSG,GShenNL3,467.0,3.0,0.0213174556244,0.25925045424899995,16671
A300w9.50_HSIUF,GShenNL3,467.0,3.5,0.0283735720504,0.26463167549,16674
A300w9.50_HSNL3,GShenNL3,467.0,4.0,0.0369733898785,0.271238048146,16668
A300w9.50_HSTM1,GShenNL3,467.0,4.5,0.0456004861695,0.27925735568099996,16673
A300w9.50_HSTMA,GShenNL3,467.0,5.0,0.0560527604809,0.289040575207,16675
A300w9.50_HShen,GShenNL3,467.0,5.5,0.0673224491181,0.30093679262199996,14260
A300w9.50_HShenH,GShenNL3,467.0,6.0,0.0790652128293,0.315518009406,14087
A300w9.50_LS180,GShenNL3,467.0,6.5,0.0913788799769,0.333428641819,17880
A300w9.50_LS220,GShenNL3,467.0,7.0,0.104213713935,0.355721664497,17762
A300w9.50_LS375,GShenNL3,467.0,7.5,0.117215764328,0.383947551902,17606
A300w9.50_SFHo,GShenNL3,467.0,8.0,0.131472243779,0.419949759239,16673
A300w9.50_SFHx,GShenNL3,467.0,8.5,0.143428219183,0.464254243091,16664
A467w0.50_BHBL,GShenNL3,467.0,9.0,0.156523326525,0.51354162193,14958
A467w0.50_BHBLP,GShenNL3,467.0,9.5,0.170784294514,0.6126021043350001,14956
A467w0.50_HSIUF,GShenNL3,634.0,0.5,0.000778296477903,0.246187283998,14960
A467w0.50_HSNL3,GShenNL3,634.0,1.0,0.00314229655512,0.247889100028,14958
A467w0.50_HSTM1,GShenNL3,634.0,1.5,0.00694594619905,0.250771165719,14960
A467w0.50_HSTMA,GShenNL3,634.0,2.0,0.0121125785257,0.254943267862,14965
A467w0.50_HShen,GShenNL3,634.0,2.5,0.0189786679916,0.260601935164,13180
A467w0.50_HShenH,GShenNL3,634.0,3.0,0.0265751890035,0.267977275771,13173
A467w0.50_LS180,GShenNL3,634.0,3.5,0.0359995908838,0.277505948981,15548
A467w0.50_LS220,GShenNL3,634.0,4.0,0.0466791094115,0.289770671516,15452
A467w0.50_LS375,GShenNL3,634.0,4.5,0.0585367364708,0.305600780752,15151
A467w0.50_SFHo,GShenNL3,634.0,5.0,0.0709368871189,0.32634947143599996,14961
A467w0.50_SFHx,GShenNL3,634.0,5.5,0.0837777900841,0.354090396404,14956
A467w1.00_BHBL,GShenNL3,634.0,6.0,0.0971111615549,0.392170094282,14984
A467w1.00_BHBLP,GShenNL3,634.0,6.5,0.112795117777,0.444981363886,14984
A467w1.00_GShenFSU1.7,GShenNL3,634.0,7.0,0.126862507445,0.508663731264,18530
A467w1.00_GShenFSU2.1,GShenNL3,634.0,7.5,0.14284380098,0.646864035402,18513
A467w1.00_HSNL3,GShenNL3,1268.0,0.5,0.00100424689079,0.24674117901,14980
A467w1.00_HSTM1,GShenNL3,1268.0,1.0,0.00405734968009,0.250191214765,14988
A467w1.00_HSTMA,GShenNL3,1268.0,1.5,0.00890394047158,0.256217102065,14993
A467w1.00_HShen,GShenNL3,1268.0,2.0,0.0158920691133,0.26546112563,13199
A467w1.00_HShenH,GShenNL3,1268.0,2.5,0.0238590739513,0.27893547485,13192
A467w1.00_LS180,GShenNL3,1268.0,3.0,0.0339219318602,0.29874399008900004,15587
A467w1.00_LS220,GShenNL3,1268.0,3.5,0.0454232022328,0.328920763941,15486
A467w1.00_LS375,GShenNL3,1268.0,4.0,0.0575933573224,0.37878204525299997,15362
A467w1.00_SFHo,GShenNL3,1268.0,4.5,0.0721884569766,0.470190180006,14986
A467w1.00_SFHx,GShenNL3,1268.0,5.0,0.0880766074518,0.657201357179,14982
A467w1.50_GShenFSU2.1,GShenNL3,10000.0,0.5,0.00110551805851,0.247420806113,18623
A467w1.50_GShenNL3,GShenNL3,10000.0,1.0,0.00446634373808,0.253086072347,19837
A467w1.50_HSDD2,GShenNL3,10000.0,1.5,0.00977461925052,0.263537771991,15035
A467w1.50_HSFSG,GShenNL3,10000.0,2.0,0.0172920999292,0.281057546462,15038
A467w1.50_HSIUF,GShenNL3,10000.0,2.5,0.0255696770729,0.31130605878,15036
A467w1.50_HSNL3,GShenNL3,10000.0,3.0,0.0352409099091,0.37308129838500004,15033
A467w1.50_HSTM1,GShenNL3,10000.0,3.5,0.0489258909634,0.586505439929,15031
A467w1.50_LS220,GShenFSU1.7,300.0,0.5,0.000370924795743,0.22795795369000002,15546
A467w1.50_LS375,GShenFSU1.7,300.0,1.0,0.00147709591558,0.228331893178,15417
A467w1.50_SFHo,GShenFSU1.7,300.0,1.5,0.00331078669275,0.228994523964,15035
A467w1.50_SFHx,GShenFSU1.7,300.0,2.0,0.00583731819015,0.229889761268,15032
A467w10.00_BHBL,GShenFSU1.7,300.0,2.5,0.009035740214,0.231058403597,20862
A467w10.00_BHBLP,GShenFSU1.7,300.0,3.0,0.0128348030278,0.232495748154,20860
A467w10.00_GShenFSU1.7,GShenFSU1.7,300.0,3.5,0.0172418853886,0.234240833891,37749
A467w10.00_GShenFSU2.1,GShenFSU1.7,300.0,4.0,0.0222050320424,0.236272290363,37749
A467w10.00_GShenNL3,GShenFSU1.7,300.0,4.5,0.0279939824131,0.238653214934,73313
A467w10.00_HSDD2,GShenFSU1.7,300.0,5.0,0.0339176859224,0.241329772196,20887
A467w10.00_HSFSG,GShenFSU1.7,300.0,5.5,0.0406043571261,0.244398285462,20884
A467w10.00_HSIUF,GShenFSU1.7,300.0,6.0,0.0478030279225,0.24787381667299999,20863
A467w10.00_HSNL3,GShenFSU1.7,300.0,6.5,0.0549347002872,0.251759088622,20883
A467w10.00_HSTM1,GShenFSU1.7,300.0,7.0,0.0635555292327,0.256142156581,20880
A467w10.00_HSTMA,GShenFSU1.7,300.0,7.5,0.0712920987284,0.261024892633,20887
A467w10.00_HShen,GShenFSU1.7,300.0,8.0,0.08009902504,0.266487253962,16414
A467w10.00_HShenH,GShenFSU1.7,300.0,8.5,0.0892467685118,0.272626640097,16398
A467w10.00_LS180,GShenFSU1.7,300.0,9.0,0.0995612075812,0.27951513546400003,25178
A467w10.00_LS220,GShenFSU1.7,300.0,9.5,0.108502527972,0.287198086044,25243
A467w10.00_LS375,GShenFSU1.7,300.0,10.0,0.118834423682,0.29585366160500004,24935
A467w10.00_SFHo,GShenFSU1.7,300.0,10.5,0.128974361517,0.305600787112,20883
A467w10.00_SFHx,GShenFSU1.7,300.0,11.0,0.138522311919,0.316611984221,20874
A467w10.50_BHBL,GShenFSU1.7,300.0,11.5,0.148768707028,0.329139056756,21961
A467w10.50_BHBLP,GShenFSU1.7,300.0,12.0,0.157909058518,0.343488593996,21961
A467w10.50_GShenFSU1.7,GShenFSU1.7,300.0,12.5,0.168004167721,0.35991860921,49403
A467w10.50_GShenFSU2.1,GShenFSU1.7,300.0,13.0,0.177191380255,0.378732283376,49409
A467w10.50_GShenNL3,GShenFSU1.7,300.0,13.5,0.185806911475,0.400368459798,66169
A467w10.50_HSDD2,GShenFSU1.7,300.0,14.0,0.193641432687,0.425828390194,21991
A467w10.50_HSFSG,GShenFSU1.7,300.0,14.5,0.201222111127,0.457022189461,21990
A467w10.50_HSIUF,GShenFSU1.7,300.0,15.0,0.20783878046,0.493251163965,21995
A467w10.50_HSNL3,GShenFSU1.7,300.0,15.5,0.211592749244,0.547152530123,21988
A467w10.50_HSTM1,GShenFSU1.7,467.0,0.5,0.000639985251088,0.228116631835,21989
A467w10.50_HSTMA,GShenFSU1.7,467.0,1.0,0.00255086055422,0.22898076942700002,21995
A467w10.50_HShen,GShenFSU1.7,467.0,1.5,0.00571842609179,0.23043145028099998,16907
A467w10.50_HShenH,GShenFSU1.7,467.0,2.0,0.00999021414068,0.232496377649,16888
A467w10.50_LS180,GShenFSU1.7,467.0,2.5,0.015346388006,0.235215152431,27561
A467w10.50_LS220,GShenFSU1.7,467.0,3.0,0.0220675676971,0.238669254883,27916
A467w10.50_LS375,GShenFSU1.7,467.0,3.5,0.0292727862969,0.242876118454,27535
A467w10.50_SFHo,GShenFSU1.7,467.0,4.0,0.0381376135771,0.247999536715,21985
A467w10.50_SFHx,GShenFSU1.7,467.0,4.5,0.0469605892411,0.254106362613,21982
A467w11.00_BHBL,GShenFSU1.7,467.0,5.0,0.0576824013356,0.26143331969100003,23317
A467w11.00_BHBLP,GShenFSU1.7,467.0,5.5,0.0689574803914,0.270183384772,23317
A467w11.00_GShenFSU1.7,GShenFSU1.7,467.0,6.0,0.0808725948463,0.28062549378199997,65696
A467w11.00_GShenFSU2.1,GShenFSU1.7,467.0,6.5,0.093314643522,0.29322224406499997,72267
A467w11.00_GShenNL3,GShenFSU1.7,467.0,7.0,0.106396447888,0.308503909828,69164
A467w11.00_HSDD2,GShenFSU1.7,467.0,7.5,0.119468912924,0.327259549544,23354
A467w11.00_HSFSG,GShenFSU1.7,467.0,8.0,0.133888992041,0.35058125071699997,23358
A467w11.00_HSIUF,GShenFSU1.7,467.0,8.5,0.145832763888,0.37989684118600003,23357
A467w11.00_HSNL3,GShenFSU1.7,467.0,9.0,0.15912759066,0.41678473588000003,23352
A467w11.00_HSTM1,GShenFSU1.7,467.0,9.5,0.172094426657,0.46242639478500003,23346
A467w11.00_HSTMA,GShenFSU1.7,467.0,10.0,0.182965456652,0.52328979325,23361
A467w11.00_HShen,GShenFSU1.7,467.0,10.5,0.19328268369,0.7013202123710001,17474
A467w11.00_LS375,GShenFSU1.7,634.0,0.5,0.000810091146288,0.228271920353,30971
A467w11.00_SFHo,GShenFSU1.7,634.0,1.0,0.00323561443419,0.22963123279800002,23353
A467w11.00_SFHx,GShenFSU1.7,634.0,1.5,0.00720850786699,0.231918858276,23346
A467w11.50_BHBL,GShenFSU1.7,634.0,2.0,0.0125267210893,0.235219156263,25013
A467w11.50_BHBLP,GShenFSU1.7,634.0,2.5,0.0196031624734,0.239657672564,25005
A467w11.50_GShenFSU1.7,GShenFSU1.7,634.0,3.0,0.0273728368962,0.245373589939,68923
A467w11.50_GShenFSU2.1,GShenFSU1.7,634.0,3.5,0.0370351254024,0.252629466593,69591
A467w11.50_GShenNL3,GShenFSU1.7,634.0,4.0,0.047893198254,0.261765831219,71240
A467w11.50_HSDD2,GShenFSU1.7,634.0,4.5,0.0598504242889,0.273228509207,25066
A467w11.50_HSFSG,GShenFSU1.7,634.0,5.0,0.0723740825155,0.28776821650400003,25063
A467w11.50_HSIUF,GShenFSU1.7,634.0,5.5,0.0853921611095,0.306490242719,25067
A467w11.50_HSNL3,GShenFSU1.7,634.0,6.0,0.0990106679905,0.331106433478,25060
A467w11.50_HSTM1,GShenFSU1.7,634.0,6.5,0.114626988304,0.36449006756,24876
A467w11.50_HSTMA,GShenFSU1.7,634.0,7.0,0.129229080351,0.410803663983,25068
A467w11.50_HShen,GShenFSU1.7,634.0,7.5,0.142506555942,0.471846278307,18139
A467w11.50_HShenH,GShenFSU1.7,634.0,8.0,0.156618924108,0.5713637581619999,18109
A467w11.50_SFHo,GShenFSU1.7,1268.0,0.5,0.00104194430216,0.228710369384,25061
A467w11.50_SFHx,GShenFSU1.7,1268.0,1.0,0.00420077275215,0.23140247958200003,25052
A467w2.00_BHBL,GShenFSU1.7,1268.0,1.5,0.00920816255909,0.236096169909,15094
A467w2.00_BHBLP,GShenFSU1.7,1268.0,2.0,0.0161462961201,0.243163030872,15097
A467w2.00_GShenFSU1.7,GShenFSU1.7,1268.0,2.5,0.0246079713674,0.253232397381,18760
A467w2.00_GShenFSU2.1,GShenFSU1.7,1268.0,3.0,0.0348209637577,0.267466927029,18759
A467w2.00_GShenNL3,GShenFSU1.7,1268.0,3.5,0.0465864970993,0.28792906195199996,20003
A467w2.00_HSDD2,GShenFSU1.7,1268.0,4.0,0.0588642360589,0.318869841851,15097
A467w2.00_HSFSG,GShenFSU1.7,1268.0,4.5,0.0732861971057,0.370026703091,15100
A467w2.00_HSIUF,GShenFSU1.7,1268.0,5.0,0.0870114399673,0.468813661289,15102
A467w2.00_HSNL3,GShenFSU1.7,1268.0,5.5,0.102155509549,0.771022012511,15100
A467w2.00_HShen,GShenFSU1.7,10000.0,0.5,0.00114408219017,0.22920761632099998,13273
A467w2.00_HShenH,GShenFSU1.7,10000.0,1.0,0.00461332288461,0.233534203881,13260
A467w2.00_LS180,GShenFSU1.7,10000.0,1.5,0.0100619676287,0.24136013615600002,15725
A467w2.00_LS220,GShenFSU1.7,10000.0,2.0,0.01774306921,0.253993062445,15626
A467w2.00_LS375,GShenFSU1.7,10000.0,2.5,0.0264889671825,0.274154177813,15502
A467w2.00_SFHo,GShenFSU1.7,10000.0,3.0,0.0367335311213,0.308990045835,15097
A467w2.00_SFHx,GShenFSU1.7,10000.0,3.5,0.0476131038898,0.385454966405,15093
A467w2.50_GShenNL3,GShenFSU2.1,300.0,0.5,0.000368613312628,0.227957035003,20225
A467w2.50_HSDD2,GShenFSU2.1,300.0,1.0,0.0014688629458,0.228330685103,15186
A467w2.50_HSFSG,GShenFSU2.1,300.0,1.5,0.003281216075,0.22897420519,15183
A467w2.50_HSIUF,GShenFSU2.1,300.0,2.0,0.00580007557375,0.22988839046499998,15184
A467w2.50_HSNL3,GShenFSU2.1,300.0,2.5,0.00897683365258,0.231057267008,15182
A467w2.50_HSTM1,GShenFSU2.1,300.0,3.0,0.0127641981578,0.23249470808199998,15179
A467w2.50_HSTMA,GShenFSU2.1,300.0,3.5,0.0171393902373,0.234240076354,15187
A467w2.50_HShen,GShenFSU2.1,300.0,4.0,0.0220750538675,0.236270936443,13324
A467w2.50_HShenH,GShenFSU2.1,300.0,4.5,0.0278635427233,0.238652282299,13314
A467w2.50_LS180,GShenFSU2.1,300.0,5.0,0.033803058037,0.241328956447,15836
A467w2.50_LS220,GShenFSU2.1,300.0,5.5,0.0402399627766,0.24439081281,15733
A467w2.50_LS375,GShenFSU2.1,300.0,6.0,0.0476117676913,0.247872769648,15607
A467w2.50_SFHo,GShenFSU2.1,300.0,6.5,0.0548044358888,0.251758556551,15183
A467w2.50_SFHx,GShenFSU2.1,300.0,7.0,0.0633429840267,0.256141418761,15177
A467w3.00_BHBL,GShenFSU2.1,300.0,7.5,0.0711297947938,0.261024481371,15281
A467w3.00_BHBLP,GShenFSU2.1,300.0,8.0,0.079413675728,0.26647786803499995,15285
A467w3.00_GShenFSU1.7,GShenFSU2.1,300.0,8.5,0.0890906859607,0.27262647054899997,19162
A467w3.00_GShenFSU2.1,GShenFSU2.1,300.0,9.0,0.0994138146708,0.279515067945,19148
A467w3.00_GShenNL3,GShenFSU2.1,300.0,9.5,0.108445053119,0.287198142443,20269
A467w3.00_HSDD2,GShenFSU2.1,300.0,10.0,0.118812762042,0.295853700858,15288
A467w3.00_HSFSG,GShenFSU2.1,300.0,10.5,0.128952811484,0.305601107077,15286
A467w3.00_HSIUF,GShenFSU2.1,300.0,11.0,0.138574935278,0.31661201522300003,15293
A467w3.00_HSNL3,GShenFSU2.1,300.0,11.5,0.148755503324,0.32913908594200003,15290
A467w3.00_HSTM1,GShenFSU2.1,300.0,12.0,0.157910275094,0.343488587906,15284
A467w3.00_HSTMA,GShenFSU2.1,300.0,12.5,0.168014415401,0.359918594,15293
A467w3.00_HShen,GShenFSU2.1,300.0,13.0,0.177165981563,0.37873230838099997,13394
A467w3.00_HShenH,GShenFSU2.1,300.0,13.5,0.18580180123,0.40036861335600005,13385
A467w3.00_LS180,GShenFSU2.1,300.0,14.0,0.193641360931,0.425828430227,15972
A467w3.00_LS220,GShenFSU2.1,300.0,14.5,0.201223002066,0.457022227163,15871
A467w3.00_LS375,GShenFSU2.1,300.0,15.0,0.207838781899,0.493251164329,15738
A467w3.00_SFHo,GShenFSU2.1,300.0,15.5,0.211592749244,0.547152530123,15290
A467w3.00_SFHx,GShenFSU2.1,467.0,0.5,0.000636910281398,0.228115725776,15285
A467w3.50_BHBL,GShenFSU2.1,467.0,1.0,0.00252596281811,0.22897245104500002,15412
A467w3.50_BHBLP,GShenFSU2.1,467.0,1.5,0.00568207659702,0.23043005860100002,15412
A467w3.50_GShenFSU1.7,GShenFSU2.1,467.0,2.0,0.00993293168195,0.23249530957,19437
A467w3.50_GShenFSU2.1,GShenFSU2.1,467.0,2.5,0.0152902415025,0.235214145335,19435
A467w3.50_GShenNL3,GShenFSU2.1,467.0,3.0,0.0219619243282,0.238667917601,20861
A467w3.50_HSDD2,GShenFSU2.1,467.0,3.5,0.0291339309017,0.242874980808,15417
A467w3.50_HSFSG,GShenFSU2.1,467.0,4.0,0.0379930394833,0.247998248137,15420
A467w3.50_HSIUF,GShenFSU2.1,467.0,4.5,0.0468206432079,0.254105370695,15420
A467w3.50_HSNL3,GShenFSU2.1,467.0,5.0,0.0575186582254,0.2614321564,15412
A467w3.50_HSTM1,GShenFSU2.1,467.0,5.5,0.0687466631413,0.270182572622,15414
A467w3.50_HSTMA,GShenFSU2.1,467.0,6.0,0.0808230757971,0.280624809745,15416
A467w3.50_HShen,GShenFSU2.1,467.0,6.5,0.0932168975549,0.29322195845300003,13470
A467w3.50_HShenH,GShenFSU2.1,467.0,7.0,0.106310342886,0.308504040991,13465
A467w3.50_LS180,GShenFSU2.1,467.0,7.5,0.119524784607,0.32725977935899997,16141
A467w3.50_LS220,GShenFSU2.1,467.0,8.0,0.133889668754,0.35058125183,16036
A467w3.50_LS375,GShenFSU2.1,467.0,8.5,0.145832914437,0.379896785908,15895
A467w3.50_SFHo,GShenFSU2.1,467.0,9.0,0.159254919484,0.416784730303,15416
A467w3.50_SFHx,GShenFSU2.1,467.0,9.5,0.172094431583,0.462426537345,15412
A467w4.00_BHBL,GShenFSU2.1,467.0,10.0,0.182962154719,0.5232896818230001,15562
A467w4.00_BHBLP,GShenFSU2.1,467.0,10.5,0.193282636916,0.7013202133669999,15561
A467w4.00_HSDD2,GShenFSU2.1,634.0,0.5,0.000806288618801,0.228270989053,15566
A467w4.00_HSFSG,GShenFSU2.1,634.0,1.0,0.00318739426544,0.22961982604700001,15566
A467w4.00_HSIUF,GShenFSU2.1,634.0,1.5,0.00716024215775,0.231917462527,15567
A467w4.00_HSNL3,GShenFSU2.1,634.0,2.0,0.0124874238169,0.235218191817,15564
A467w4.00_HSTM1,GShenFSU2.1,634.0,2.5,0.0195121623397,0.239656383678,15566
A467w4.00_HSTMA,GShenFSU2.1,634.0,3.0,0.0272978937566,0.24537257711399998,15571
A467w4.00_HShen,GShenFSU2.1,634.0,3.5,0.0368222536122,0.252628097659,13567
A467w4.00_HShenH,GShenFSU2.1,634.0,4.0,0.0477278771517,0.261764434585,13562
A467w4.00_LS180,GShenFSU2.1,634.0,4.5,0.0596825794866,0.273226902891,16337
A467w4.00_LS220,GShenFSU2.1,634.0,5.0,0.0721307226661,0.287767198061,16227
A467w4.00_LS375,GShenFSU2.1,634.0,5.5,0.085279485645,0.306489689265,16091
A467w4.00_SFHo,GShenFSU2.1,634.0,6.0,0.0989761336378,0.331106114179,15567
A467w4.00_SFHx,GShenFSU2.1,634.0,6.5,0.114618777166,0.364490025942,15565
A467w4.50_BHBL,GShenFSU2.1,634.0,7.0,0.129223449728,0.4108037949,15739
A467w4.50_BHBLP,GShenFSU2.1,634.0,7.5,0.142507160872,0.47184619869199995,15738
A467w4.50_GShenFSU1.7,GShenFSU2.1,634.0,8.0,0.156624839127,0.571363781893,20168
A467w4.50_HSFSG,GShenFSU2.1,1268.0,0.5,0.00103667655967,0.228709143014,15745
A467w4.50_HSIUF,GShenFSU2.1,1268.0,1.0,0.00417573087346,0.231400980097,15743
A467w4.50_HSNL3,GShenFSU2.1,1268.0,1.5,0.00911837085706,0.236095016164,15745
A467w4.50_HSTM1,GShenFSU2.1,1268.0,2.0,0.0158477784323,0.24315462028499998,15744
A467w4.50_HSTMA,GShenFSU2.1,1268.0,2.5,0.0245156926656,0.25323125883000003,15746
A467w4.50_HShen,GShenFSU2.1,1268.0,3.0,0.0347137190304,0.26746568007000004,13680
A467w4.50_HShenH,GShenFSU2.1,1268.0,3.5,0.0464398106484,0.287927817071,13667
A467w4.50_LS180,GShenFSU2.1,1268.0,4.0,0.0586560787374,0.31886841129800003,16568
A467w4.50_LS220,GShenFSU2.1,1268.0,4.5,0.073238786491,0.370025885173,16460
A467w4.50_LS375,GShenFSU2.1,1268.0,5.0,0.086966023709,0.468813017903,16318
A467w4.50_SFHo,GShenFSU2.1,1268.0,5.5,0.102144097172,0.771021841644,15740
A467w5.00_BHBLP,GShenFSU2.1,10000.0,0.5,0.00113881459434,0.229206407069,15942
A467w5.00_GShenFSU1.7,GShenFSU2.1,10000.0,1.0,0.00458548700631,0.233532791048,20645
A467w5.00_GShenFSU2.1,GShenFSU2.1,10000.0,1.5,0.0099936515164,0.24135900832499999,20645
A467w5.00_GShenNL3,GShenFSU2.1,10000.0,2.0,0.0176517175503,0.253991550922,22454
A467w5.00_HSDD2,GShenFSU2.1,10000.0,2.5,0.0263116772779,0.274152090239,15950
A467w5.00_HSFSG,GShenFSU2.1,10000.0,3.0,0.0365822941925,0.308988737249,15946
A467w5.00_HSIUF,GShenFSU2.1,10000.0,3.5,0.0474064642111,0.38545263439,15951
A467w5.00_HShenH,HSDD2,300.0,0.5,0.000368039337718,0.17443475956,13792
A467w5.00_LS180,HSDD2,300.0,1.0,0.00146707154381,0.17462175560399998,16849
A467w5.00_LS220,HSDD2,300.0,1.5,0.00328175313571,0.174943579498,16735
A467w5.00_LS375,HSDD2,300.0,2.0,0.00578490889387,0.175389207672,16584
A467w5.00_SFHo,HSDD2,300.0,2.5,0.00894280422193,0.175971173033,15947
A467w5.00_SFHx,HSDD2,300.0,3.0,0.012762533856,0.17668282735,15945
A467w5.50_BHBL,HSDD2,300.0,3.5,0.0171980520872,0.177536801817,16179
A467w5.50_BHBLP,HSDD2,300.0,4.0,0.022350528309,0.178543672381,16180
A467w5.50_GShenFSU1.7,HSDD2,300.0,4.5,0.0278104354148,0.17967986189000001,21216
A467w5.50_GShenFSU2.1,HSDD2,300.0,5.0,0.0338617206422,0.18096584998700002,21214
A467w5.50_GShenNL3,HSDD2,300.0,5.5,0.0407705020316,0.182427311245,23228
A467w5.50_HSDD2,HSDD2,300.0,6.0,0.0476949421847,0.18403716057400002,16189
A467w5.50_HSFSG,HSDD2,300.0,6.5,0.054924770428,0.185818286793,16186
A467w5.50_HSIUF,HSDD2,300.0,7.0,0.0632504716002,0.187806102285,16187
A467w5.50_HSNL3,HSDD2,300.0,7.5,0.0710006933917,0.189969195732,16184
A467w5.50_HSTM1,HSDD2,300.0,8.0,0.079850220465,0.19235688599900003,16183
A467w5.50_HSTMA,HSDD2,300.0,8.5,0.0886619710817,0.194964535384,16190
A467w5.50_HShen,HSDD2,300.0,9.0,0.0975539529601,0.19779744999600002,13949
A467w5.50_HShenH,HSDD2,300.0,9.5,0.107712365549,0.200912566268,13938
A467w5.50_LS180,HSDD2,300.0,10.0,0.117801851789,0.20430974973299998,17171
A467w5.50_LS220,HSDD2,300.0,10.5,0.127889696656,0.208010690712,17055
A467w5.50_LS375,HSDD2,300.0,11.0,0.138029082241,0.212046001257,16900
A467w5.50_SFHo,HSDD2,300.0,11.5,0.147761335644,0.21643951200999997,16185
A467w5.50_SFHx,HSDD2,300.0,12.0,0.157615133581,0.221266772435,16177
A467w6.00_BHBL,HSDD2,300.0,12.5,0.166336109574,0.226539194477,16448
A467w6.00_BHBLP,HSDD2,300.0,13.0,0.175259541501,0.23233372182,16454
A467w6.00_GShenFSU1.7,HSDD2,300.0,13.5,0.183469081167,0.238737648694,21898
A467w6.00_GShenFSU2.1,HSDD2,300.0,14.0,0.191278527682,0.245810705685,21898
A467w6.00_GShenNL3,HSDD2,300.0,14.5,0.195428685897,0.253573277728,24024
A467w6.00_HSDD2,HSDD2,300.0,15.0,0.200818981884,0.262205831682,16456
A467w6.00_HSFSG,HSDD2,300.0,15.5,0.203578858596,0.271856466608,16460
A467w6.00_HSIUF,HSDD2,467.0,0.5,0.000640048253699,0.174510554104,16456
A467w6.00_HSNL3,HSDD2,467.0,1.0,0.00253440074739,0.17492895724799998,16455
A467w6.00_HSTM1,HSDD2,467.0,1.5,0.00563121268018,0.175635969896,16454
A467w6.00_HSTMA,HSDD2,467.0,2.0,0.00987597971112,0.17663324009300002,16462
A467w6.00_HShen,HSDD2,467.0,2.5,0.0152557964118,0.177938415791,14111
A467w6.00_HShenH,HSDD2,467.0,3.0,0.0218710595783,0.17957492930500002,14101
A467w6.00_LS180,HSDD2,467.0,3.5,0.0291335250263,0.181533814191,17553
A467w6.00_LS220,HSDD2,467.0,4.0,0.0379275653063,0.183874499967,17428
A467w6.00_LS375,HSDD2,467.0,4.5,0.0468724679455,0.18659173801700002,17266
A467w6.00_SFHo,HSDD2,467.0,5.0,0.0573112233266,0.18976680361,16454
A467w6.00_SFHx,HSDD2,467.0,5.5,0.0684373005642,0.19342176308200001,16451
A467w6.50_BHBL,HSDD2,467.0,6.0,0.0803610607125,0.19762520466500003,16762
A467w6.50_BHBLP,HSDD2,467.0,6.5,0.0916214491674,0.202413389755,16760
A467w6.50_GShenFSU1.7,HSDD2,467.0,7.0,0.105423167758,0.207952605952,22593
A467w6.50_GShenFSU2.1,HSDD2,467.0,7.5,0.117966409806,0.21428971819099998,22715
A467w6.50_GShenNL3,HSDD2,467.0,8.0,0.132032109042,0.221620837272,25355
A467w6.50_HSDD2,HSDD2,467.0,8.5,0.144801267524,0.230125094053,16771
A467w6.50_HSFSG,HSDD2,467.0,9.0,0.157981673965,0.24007338240999998,16769
A467w6.50_HSIUF,HSDD2,467.0,9.5,0.170280440877,0.251838192144,16769
A467w6.50_HSNL3,HSDD2,467.0,10.0,0.180737642565,0.2659000085,16769
A467w6.50_HSTM1,HSDD2,467.0,10.5,0.189655584748,0.28293039783400004,16766
A467w6.50_HSTMA,HSDD2,467.0,11.0,0.197793440235,0.303911976487,16771
A467w6.50_HShen,HSDD2,467.0,11.5,0.202745811337,0.329963050271,14292
A467w6.50_LS180,HSDD2,634.0,0.5,0.000808193354355,0.174583484603,17999
A467w6.50_LS220,HSDD2,634.0,1.0,0.00320186569104,0.175230186651,17870
A467w6.50_LS375,HSDD2,634.0,1.5,0.00707862284908,0.176318925421,17699
